CustomerID,ChurnProbability,RetentionProbability,CustomerHealthScore,ExpectedLifetimeValue,RiskCategory,RecommendedAction,ActionReasoning,CustomerSegment,HealthBand
13842,0.05771435581091411,0.9422856441890859,93.34,3693.88,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15365,0.1433063558109141,0.8566936441890859,80.38,3520.31,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
12928,0.09182235581091391,0.9081776441890861,87.89,3443.2,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14867,0.09747035581091401,0.902529644189086,85.77,3724.29,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15629,0.193490355810914,0.806509644189086,72.04,3133.31,Low,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Loyal,Healthy
13131,0.1861463558109142,0.8138536441890858,75.07,3393.21,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
17550,0.1370743558109141,0.8629256441890859,81.19,3526.56,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
17929,0.10791035581091413,0.8920896441890859,85.96,3688.61,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
13473,0.7286787685518072,0.27132123144819276,36.88,2674.27,High,Send Email Campaign,Lifecycle messaging is the lowest-friction retention tactic for customers in the medium-risk band.,At Risk,High Risk
17692,0.1119783558109142,0.8880216441890858,83.8,3378.99,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15389,0.18021035581091405,0.819789644189086,78.04,3436.14,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
13048,0.18210635581091406,0.8178936441890859,74.6,3401.95,Low,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Loyal,Healthy
17218,0.06726235581091411,0.9327376441890859,91.96,3678.33,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15757,0.14626235581091407,0.8537376441890859,81.11,3281.3,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
13421,0.14305435581091408,0.8569456441890859,79.92,3474.78,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
14293,0.09559435581091402,0.904405644189086,89.54,3675.11,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16584,0.21926635581091403,0.780733644189086,70.86,3247.82,Low,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Loyal,Healthy
13478,0.7242587685518073,0.27574123144819274,38.96,2723.58,High,Send Email Campaign,Lifecycle messaging is the lowest-friction retention tactic for customers in the medium-risk band.,At Risk,High Risk
16499,0.0984423558109141,0.9015576441890859,88.05,3377.59,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
13173,0.06148235581091399,0.938517644189086,92.83,3737.52,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15476,0.13192235581091405,0.868077644189086,82.89,3128.43,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16458,0.06443835581091406,0.9355616441890859,90.99,3476.32,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15569,0.13979435581091404,0.860205644189086,81.65,3434.33,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16560,0.13946235581091404,0.860537644189086,81.34,3562.91,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14290,0.2098943558109141,0.7901056441890859,73.46,3362.86,Low,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Loyal,Healthy
14295,0.20318235581091404,0.796817644189086,72.31,3369.99,Low,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Loyal,Healthy
14898,0.07236635581091411,0.9276336441890859,91.25,3693.69,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15228,0.2469703558109141,0.7530296441890859,67.21,2854.44,Low,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Loyal,Healthy
15934,0.22897835581091408,0.7710216441890859,69.23,2782.28,Low,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Loyal,Healthy
12480,0.18757035581091408,0.8124296441890859,75.67,3051.37,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
14161,0.11131435581091398,0.888685644189086,88.0,3570.85,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16503,0.11629035581091407,0.8837096441890859,83.28,3279.26,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
17311,0.16030235581091412,0.8396976441890859,79.82,3379.11,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
15978,0.26183435581091397,0.738165644189086,66.31,3026.02,Low,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Loyal,Healthy
12371,0.2063543558109141,0.7936456441890859,73.44,3211.1,Low,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Loyal,Healthy
17063,0.1462943558109141,0.8537056441890859,80.27,3504.76,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16719,0.07599835581091408,0.9240016441890859,91.26,3638.02,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15532,0.10203035581091402,0.897969644189086,86.83,3317.37,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14107,0.20997435581091406,0.7900256441890859,71.84,3311.81,Low,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Loyal,Healthy
16466,0.09751835581091395,0.902481644189086,86.62,3464.12,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
18144,0.08565035581091418,0.9143496441890858,90.02,3606.3,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15493,0.160282355810914,0.839717644189086,79.98,3333.59,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
17732,0.07134635581091398,0.928653644189086,90.4,3277.31,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
13762,0.7628147685518072,0.23718523144819278,32.68,2445.0,High,High Priority Follow-up,The customer is at immediate churn risk and should be contacted quickly by the retention team.,At Risk,High Risk
17822,0.16123435581091394,0.8387656441890861,76.96,3170.3,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
14211,0.12223435581091402,0.877765644189086,81.98,3517.44,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
17552,0.0704703558109141,0.9295296441890859,91.24,3476.51,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15059,0.07873035581091403,0.921269644189086,89.6,3611.13,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
12951,0.09913435581091412,0.9008656441890859,86.59,3511.94,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15271,0.049842355810913896,0.9501576441890861,93.82,3298.78,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16004,0.7262187685518072,0.2737812314481928,38.77,2637.52,High,Send Email Campaign,Lifecycle messaging is the lowest-friction retention tactic for customers in the medium-risk band.,At Risk,High Risk
13152,0.14158635581091406,0.858413644189086,79.76,3395.0,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
12592,0.7603867685518073,0.23961323144819274,32.67,2228.34,High,High Priority Follow-up,The customer is at immediate churn risk and should be contacted quickly by the retention team.,At Risk,High Risk
14431,0.17222235581091405,0.827777644189086,80.2,3300.1,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
13611,0.09544635581091399,0.904553644189086,88.65,3562.06,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16875,0.164850355810914,0.835149644189086,76.2,3329.87,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
12687,0.7858867685518072,0.21411323144819278,29.39,2105.11,High,High Priority Follow-up,The customer is at immediate churn risk and should be contacted quickly by the retention team.,At Risk,High Risk
16918,0.12949835581091396,0.870501644189086,80.67,3470.24,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16202,0.13777835581091413,0.8622216441890859,80.15,3454.94,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16841,0.161078355810914,0.838921644189086,77.2,3332.46,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
15623,0.12149835581091406,0.8785016441890859,83.55,3483.09,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
17305,0.8792267685518073,0.12077323144819276,18.08,1733.81,Critical,VIP Retention,High-value customer with acute churn risk requires white-glove retention handling.,At Risk,Critical
14057,0.13310235581091412,0.8668976441890859,83.85,3465.58,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15027,0.13314635581091416,0.8668536441890858,81.63,3295.94,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14496,0.1013303558109141,0.8986696441890859,88.47,3374.01,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
17969,0.6760947685518073,0.3239052314481928,43.06,2774.33,High,Send Email Campaign,Lifecycle messaging is the lowest-friction retention tactic for customers in the medium-risk band.,At Risk,Moderate
14634,0.19184635581091414,0.8081536441890859,72.29,3003.39,Low,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Loyal,Healthy
16053,0.17944235581091406,0.8205576441890859,76.0,3146.66,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
16748,0.10182235581091403,0.898177644189086,86.02,3505.6,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15142,0.15394235581091398,0.846057644189086,78.06,3045.69,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
15965,0.06213835581091409,0.9378616441890859,92.73,3589.75,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
17188,0.17499835581091405,0.825001644189086,75.16,3313.05,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
15067,0.246430355810914,0.753569644189086,69.14,2929.93,Low,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Loyal,Healthy
13799,0.15578635581091405,0.844213644189086,76.41,3219.29,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
13059,0.12039035581091417,0.8796096441890858,81.41,3272.24,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14399,0.11282635581091416,0.8871736441890858,84.02,3378.58,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14147,0.11339035581091406,0.8866096441890859,84.27,3325.33,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16883,0.05017035581091411,0.9498296441890859,93.15,3587.41,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
12975,0.16851035581091411,0.8314896441890859,76.06,3307.63,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
12530,0.16165035581091414,0.8383496441890859,77.63,3195.38,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
15245,0.15408235581091412,0.8459176441890859,79.28,3151.14,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
16045,0.17269835581091408,0.8273016441890859,75.9,2948.38,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
14469,0.18585035581091403,0.814149644189086,75.37,3188.89,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
15151,0.24669435581091403,0.753305644189086,67.75,2735.06,Low,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Loyal,Healthy
12935,0.08675835581091407,0.9132416441890859,88.89,3297.14,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
13848,0.11372235581091394,0.8862776441890861,90.0,3426.34,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
13450,0.09614635581091413,0.9038536441890859,88.58,3263.07,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
17596,0.08695035581091415,0.9130496441890859,90.36,3448.39,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14307,0.11682635581091405,0.883173644189086,86.66,3391.05,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
18026,0.8007187685518072,0.19928123144819276,28.94,2031.38,Critical,VIP Retention,High-value customer with acute churn risk requires white-glove retention handling.,At Risk,High Risk
16795,0.14693035581091418,0.8530696441890858,84.91,3214.53,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15221,0.12477035581091411,0.8752296441890859,87.58,3215.27,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
17774,0.1517223558109141,0.8482776441890859,80.13,3210.1,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
18258,0.7074427685518072,0.2925572314481928,40.27,2429.36,High,Send Email Campaign,Lifecycle messaging is the lowest-friction retention tactic for customers in the medium-risk band.,At Risk,Moderate
16612,0.12859835581091406,0.8714016441890859,84.93,3347.49,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14869,0.16201035581091405,0.837989644189086,80.18,3256.59,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14688,0.07867035581091408,0.9213296441890859,89.85,3057.55,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16206,0.09849035581091403,0.901509644189086,86.28,3333.61,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16176,0.19184635581091403,0.808153644189086,73.94,3031.15,Low,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Loyal,Healthy
16105,0.19685835581091404,0.803141644189086,72.63,2975.57,Low,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Loyal,Healthy
12395,0.12927435581091395,0.870725644189086,85.39,3134.57,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
13431,0.14427435581091408,0.8557256441890859,79.84,3189.96,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
12733,0.1892463558109141,0.8107536441890859,77.05,3113.2,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
16331,0.16248235581091408,0.8375176441890859,76.48,3097.96,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
16395,0.10837835581091415,0.8916216441890858,84.7,3355.48,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15862,0.07373835581091404,0.926261644189086,90.33,3404.17,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
12849,0.147302355810914,0.852697644189086,81.94,3061.08,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14225,0.19990635581091398,0.800093644189086,72.86,3076.77,Low,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Loyal,Healthy
15819,0.161842355810914,0.838157644189086,76.27,3072.28,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
13481,0.10767435581091411,0.8923256441890859,87.45,3339.82,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16147,0.17146635581091396,0.828533644189086,77.57,3109.61,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
13736,0.17634235581091406,0.8236576441890859,75.98,3175.63,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
13696,0.21665835581091408,0.7833416441890859,72.09,2978.35,Low,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Loyal,Healthy
15100,0.09619435581091407,0.9038056441890859,90.15,3303.73,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
13085,0.7452227685518072,0.25477723144819275,33.16,2274.86,High,Send Email Campaign,Lifecycle messaging is the lowest-friction retention tactic for customers in the medium-risk band.,At Risk,High Risk
16197,0.39069221920834407,0.6093077807916559,54.72,2923.52,Medium,Do Nothing,"Current behavior looks stable, so the customer can remain on the default nurture journey.",Needs Attention,Moderate
13693,0.08229835581091405,0.917701644189086,89.59,3366.88,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16532,0.2709343558109141,0.7290656441890859,65.97,2747.24,Low,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Loyal,Healthy
17722,0.16731435581091403,0.832685644189086,79.96,2607.06,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
15312,0.1041103558109141,0.8958896441890859,86.37,3302.96,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16554,0.1403983558109141,0.8596016441890859,82.63,3224.94,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
17203,0.13257435581091415,0.8674256441890859,80.02,2752.64,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16743,0.6970874112333032,0.3029125887666968,42.05,2421.58,High,Send Email Campaign,Lifecycle messaging is the lowest-friction retention tactic for customers in the medium-risk band.,At Risk,Moderate
15791,0.7803107685518071,0.2196892314481928,32.06,2202.84,High,High Priority Follow-up,The customer is at immediate churn risk and should be contacted quickly by the retention team.,At Risk,High Risk
14639,0.20731035581091417,0.7926896441890858,73.52,2961.44,Low,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Loyal,Healthy
15481,0.27281835581091407,0.7271816441890859,64.2,2222.61,Medium,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Needs Attention,Healthy
16271,0.7216587685517576,0.2783412314482424,39.38,2422.85,High,Send Email Campaign,Lifecycle messaging is the lowest-friction retention tactic for customers in the medium-risk band.,At Risk,High Risk
16163,0.10405835581091405,0.895941644189086,89.39,3287.83,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16065,0.05911035581091406,0.9408896441890859,92.59,3001.55,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14555,0.153078355810914,0.846921644189086,81.71,3167.5,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15953,0.06353835581091405,0.936461644189086,92.24,3372.45,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
12802,0.166058355810914,0.833941644189086,75.11,2901.41,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
16033,0.07304235581091412,0.9269576441890859,90.58,3001.87,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
17682,0.09428235581091404,0.905717644189086,89.38,3165.19,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
18259,0.11326635581091404,0.886733644189086,88.72,3247.34,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
13772,0.15479035581091405,0.845209644189086,79.09,3054.22,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
13091,0.8247427685518072,0.17525723144819277,21.96,1906.16,Critical,VIP Retention,High-value customer with acute churn risk requires white-glove retention handling.,At Risk,High Risk
17897,0.0712543558109141,0.9287456441890859,91.28,3100.81,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16032,0.18839390064573747,0.8116060993542625,64.34,2774.55,Medium,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Needs Attention,Healthy
18097,0.14510235581091402,0.854897644189086,82.89,3154.73,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14701,0.16988635581091416,0.8301136441890858,74.83,3014.76,Low,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Loyal,Healthy
13338,0.7872467685518072,0.21275323144819275,31.55,2219.43,High,High Priority Follow-up,The customer is at immediate churn risk and should be contacted quickly by the retention team.,At Risk,High Risk
15827,0.055126355810914074,0.9448736441890859,92.46,3287.84,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16290,0.7397107685518041,0.2602892314481959,36.8,2227.19,High,Send Email Campaign,Lifecycle messaging is the lowest-friction retention tactic for customers in the medium-risk band.,At Risk,High Risk
14669,0.7711547685518072,0.2288452314481928,31.17,2198.86,High,High Priority Follow-up,The customer is at immediate churn risk and should be contacted quickly by the retention team.,At Risk,High Risk
13851,0.12526235581091405,0.874737644189086,84.44,3108.74,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
17039,0.8753427685518073,0.12465723144819277,18.53,1590.83,Critical,VIP Retention,High-value customer with acute churn risk requires white-glove retention handling.,At Risk,Critical
13750,0.11522635581091412,0.8847736441890859,85.59,3052.25,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
12653,0.8600587685518073,0.13994123144819276,21.63,1602.47,Critical,VIP Retention,High-value customer with acute churn risk requires white-glove retention handling.,At Risk,High Risk
16993,0.8183947685518073,0.18160523144819277,29.23,2034.6,Critical,VIP Retention,High-value customer with acute churn risk requires white-glove retention handling.,At Risk,High Risk
12853,0.17751835581091402,0.822481644189086,75.73,2979.87,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
14205,0.12527835581091396,0.874721644189086,83.12,3058.18,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14655,0.1821543558109141,0.8178456441890859,77.33,2854.29,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
14498,0.14889435581091415,0.8511056441890859,79.43,2870.79,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
15425,0.174510355810914,0.825489644189086,77.41,2967.63,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
16101,0.216118355810914,0.783881644189086,70.22,2704.66,Low,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Loyal,Healthy
12385,0.242554355810914,0.757445644189086,70.28,2190.6,Low,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Loyal,Healthy
18215,0.19927835581091402,0.800721644189086,72.34,2831.73,Low,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Loyal,Healthy
15602,0.0797983558109141,0.9202016441890859,90.91,3244.18,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
13849,0.19889835581091397,0.801101644189086,74.9,2842.1,Low,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Loyal,Healthy
13635,0.23423435581091412,0.7657656441890859,68.71,2892.46,Low,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Loyal,Healthy
14064,0.13323835581091403,0.866761644189086,79.35,3047.63,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
17115,0.7605147685518072,0.23948523144819273,33.86,2277.1,High,High Priority Follow-up,The customer is at immediate churn risk and should be contacted quickly by the retention team.,At Risk,High Risk
16905,0.06542635581091416,0.9345736441890858,91.58,3243.76,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16485,0.20197435581091405,0.798025644189086,72.7,2963.31,Low,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Loyal,Healthy
14492,0.1521703558109141,0.8478296441890859,77.2,2914.83,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
16686,0.10642235581091408,0.8935776441890859,85.24,3172.59,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16128,0.10807035581091406,0.8919296441890859,85.62,2869.38,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
13253,0.2639743558109141,0.7360256441890859,66.0,2742.73,Low,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Loyal,Healthy
16177,0.16143435581091403,0.838565644189086,76.49,2924.25,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
14756,0.20119435581091405,0.798805644189086,74.77,2496.64,Low,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Loyal,Healthy
13014,0.29888635581091394,0.7011136441890861,59.36,2109.97,Medium,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Needs Attention,Moderate
15716,0.08398635581091407,0.9160136441890859,90.14,3199.12,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16812,0.15198235581091413,0.8480176441890859,80.54,2572.27,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
13971,0.1581743558109141,0.8418256441890859,77.44,2968.13,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
15329,0.08977835581091398,0.910221644189086,88.95,3170.84,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16416,0.13050635581091408,0.8694936441890859,82.66,2997.76,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16912,0.19409835581091417,0.8059016441890858,74.07,2952.33,Low,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Loyal,Healthy
